obligor_id,facility_id,obligor_name,obligor_type,tin,industry,sub_industry,country,credit_score,exposure_amount,outstanding_amount,status,risk_grade,created_date,review_date
OBL-00442,FAC-0094,Pacific Capital GmbH,Non-Profit Organization,99-7741225,Manufacturing,Aerospace,India,442,269492668.3,156378134.82,Active,Distressed,2022-08-31,2024-01-31
OBL-00443,FAC-0037,Stellar Properties Ltd.,Corporate,91-6405343,Technology,Semiconductors,France,317,186183611.04,121368562.6,Defaulted,Sub-Investment Grade,2023-03-09,2025-02-13
OBL-00444,FAC-0019,Summit Healthcare GmbH,Government Entity,99-2685367,Banking & Finance,Asset Management,United States,694,1142661477.62,434390680.84,Active,Distressed,2023-03-29,2023-12-17
OBL-00445,FAC-0034,United Logistics Corp.,Financial Institution,94-5041658,Healthcare,Medical Devices,Canada,549,316470558.26,26183317.1,Active,Investment Grade,2023-02-07,2024-11-26
OBL-00446,FAC-0066,International Resources PLC,Government Entity,70-3065243,Technology,Software,United States,439,38237693.42,33745490.62,Watchlist,High Yield,2023-04-17,2024-11-09
OBL-00447,FAC-0076,Pinnacle Manufacturing AG,Non-Profit Organization,65-4915256,Technology,Semiconductors,Switzerland,528,979299092.99,558832571.01,Active,Investment Grade,2023-04-06,2024-10-23
OBL-00448,FAC-0031,Horizon Financial LLC,Non-Profit Organization,50-7378615,Real Estate,Commercial REIT,United States,301,700028248.18,393829216.27,Active,Investment Grade,2018-12-25,2019-10-19
OBL-00449,FAC-0022,Atlantic Pharmaceuticals N.V.,Special Purpose Vehicle,38-2788215,Government,Municipal,South Africa,704,422209952.9,169945235.43,Active,Distressed,2022-11-05,2024-05-11
OBL-00450,FAC-0026,Atlantic Analytics PLC,Corporate,95-1576194,Telecommunications,Media,South Africa,627,631225329.33,502048740.57,Active,Distressed,2022-10-03,2024-07-10
OBL-00451,FAC-0078,Apex Solutions Ltd.,Non-Profit Organization,38-1881916,Technology,Semiconductors,United States,483,258620571.97,172999952.17,Restructuring,High Yield,2020-05-03,2020-12-29
OBL-00452,FAC-0016,Pinnacle Energy Corp.,Special Purpose Vehicle,46-5737283,Retail & Consumer,Luxury Goods,United Kingdom,499,109426090.49,35075399.68,Defaulted,Distressed,2022-11-21,2024-05-10
OBL-00453,FAC-0042,Nexus Manufacturing LLC,Special Purpose Vehicle,27-8413578,Retail & Consumer,E-Commerce,France,794,314954315.33,173654627.26,Active,Investment Grade,2019-07-27,2020-11-29
OBL-00454,FAC-0078,Atlantic Energy S.A.,Government Entity,31-1945085,Healthcare,Medical Devices,UAE,398,336212954.47,115695748.53,Active,High Yield,2023-01-10,2023-10-21
OBL-00455,FAC-0065,Continental Industries Corp.,Corporate,60-9197782,Energy,Oil & Gas,Chile,609,684467693.84,385850024.86,Defaulted,Distressed,2021-12-24,2023-08-09
OBL-00456,FAC-0038,Summit Capital Corp.,Corporate,20-3047685,Energy,Mining,Mexico,800,1139872704.24,704208101.43,Defaulted,Distressed,2020-07-16,2022-04-12
OBL-00457,FAC-0024,Pinnacle Aerospace S.A.,Corporate,83-3101118,Healthcare,Pharmaceuticals,United States,401,1169781801.55,105076324.36,Active,Investment Grade,2021-09-06,2022-09-06
OBL-00458,FAC-0041,American Pharmaceuticals N.V.,Special Purpose Vehicle,93-3081873,Transportation,Shipping,United States,512,730497053.86,567296488.66,Defaulted,Investment Grade,2022-04-07,2024-02-16
OBL-00459,FAC-0005,Horizon Technologies LLC,Corporate,81-5307726,Energy,Renewable Energy,Chile,335,418595517.08,124984784.64,Active,Investment Grade,2019-03-16,2020-01-21
OBL-00460,FAC-0034,Continental Dynamics Inc.,Special Purpose Vehicle,47-9960751,Transportation,Logistics,South Korea,755,119224663.06,110670048.34,Active,Distressed,2023-01-22,2023-07-21
OBL-00461,FAC-0091,Continental Industries Ltd.,Corporate,48-4610673,Telecommunications,Media,South Korea,437,867119794.59,172858189.55,Watchlist,Distressed,2018-07-12,2019-02-22
OBL-00462,FAC-0100,International Energy LLC,Financial Institution,68-2396771,Healthcare,Hospitals,Australia,560,967953629.41,388066414.28,Defaulted,High Yield,2022-06-28,2023-09-12
OBL-00463,FAC-0092,Horizon Properties AG,Special Purpose Vehicle,30-8041170,Energy,Renewable Energy,Brazil,457,1182768690.28,782948858.78,Active,High Yield,2017-08-24,2019-03-08
OBL-00464,FAC-0036,American Ventures Corp.,Corporate,52-5584424,Retail & Consumer,E-Commerce,United Kingdom,449,457901254.01,231192812.48,Restructuring,Investment Grade,2022-02-06,2023-09-25
OBL-00465,FAC-0001,United Pharmaceuticals PLC,Special Purpose Vehicle,72-2602904,Real Estate,Commercial REIT,Mexico,841,1453942696.73,306948085.08,Active,Distressed,2017-04-29,2018-03-01
OBL-00466,FAC-0010,Summit Services AG,Special Purpose Vehicle,86-7755367,Real Estate,Development,United States,788,173966079.78,156427652.98,Watchlist,Investment Grade,2021-05-15,2022-05-15
OBL-00467,FAC-0008,National Services Group,Government Entity,41-8016965,Real Estate,Commercial REIT,UAE,768,266161421.46,95781017.17,Active,High Yield,2022-10-11,2024-01-07
OBL-00468,FAC-0034,Premier Manufacturing Corp.,Corporate,62-6246854,Manufacturing,Industrial Equipment,Singapore,392,591309596.96,292440989.61,Defaulted,Investment Grade,2023-03-25,2024-05-12
OBL-00469,FAC-0045,Global Healthcare AG,Government Entity,27-9047291,Technology,Hardware,Canada,809,383808843.65,30841291.55,Watchlist,Distressed,2021-04-30,2023-03-15
OBL-00470,FAC-0041,Meridian Services Group,Corporate,94-9860239,Technology,Cloud Services,Chile,343,375883228.68,296882929.13,Watchlist,High Yield,2019-05-02,2021-01-06
OBL-00471,FAC-0038,Stellar Aerospace S.A.,Corporate,57-2899743,Energy,Renewable Energy,United Kingdom,646,502639354.07,63660712.02,Defaulted,Investment Grade,2021-06-01,2022-01-19
OBL-00472,FAC-0067,Allied Dynamics AG,Non-Profit Organization,14-8768806,Transportation,Airlines,Singapore,799,962543183.63,242092362.77,Active,Sub-Investment Grade,2020-03-11,2021-10-15
OBL-00473,FAC-0019,Pinnacle Financial Inc.,Corporate,65-9255164,Banking & Finance,Insurance,Singapore,502,685761933.34,3357963.99,Active,Distressed,2023-06-08,2024-06-12
OBL-00474,FAC-0048,Vector Energy Group,Corporate,56-8186377,Transportation,Shipping,United States,486,572316822.64,3757219.49,Watchlist,Sub-Investment Grade,2020-01-11,2021-02-25
OBL-00475,FAC-0086,Allied Partners Ltd.,Corporate,15-3242783,Technology,Cloud Services,United States,704,321441936.58,228139085.81,Active,Sub-Investment Grade,2016-08-01,2018-01-30
OBL-00476,FAC-0098,Vector Biotech GmbH,Non-Profit Organization,97-3137987,Banking & Finance,Investment Banking,Netherlands,632,975895408.23,911273827.23,Restructuring,High Yield,2017-07-18,2019-03-21
OBL-00477,FAC-0079,Summit Pharmaceuticals Inc.,Non-Profit Organization,97-4967894,Transportation,Rail,United Kingdom,353,480994574.1,362226099.5,Defaulted,Sub-Investment Grade,2021-02-15,2022-01-20
OBL-00478,FAC-0070,Vantage Solutions AG,Corporate,41-5716726,Retail & Consumer,E-Commerce,United States,417,150227571.72,69349971.82,Restructuring,Sub-Investment Grade,2022-12-04,2024-02-10
OBL-00479,FAC-0089,Vantage Enterprises Ltd.,Non-Profit Organization,85-3495209,Healthcare,Biotech,Netherlands,534,73561211.69,56602030.74,Active,Investment Grade,2023-04-18,2025-03-12
OBL-00480,FAC-0014,National Energy S.A.,Special Purpose Vehicle,49-4882711,Retail & Consumer,E-Commerce,Australia,527,630660318.67,255409752.78,Active,High Yield,2019-09-16,2020-06-15
OBL-00481,FAC-0056,Stellar Resources Group,Corporate,33-1686005,Telecommunications,Wireless,United States,300,182532890.59,46688953.59,Active,Sub-Investment Grade,2020-09-11,2022-03-04
OBL-00482,FAC-0021,Vector Financial Group,Corporate,24-2625497,Healthcare,Hospitals,United States,313,1084617818.92,103823538.42,Defaulted,Distressed,2018-06-02,2019-08-14
OBL-00483,FAC-0099,Vantage Financial Ltd.,Government Entity,45-4523774,Energy,Utilities,India,693,914847602.92,645686098.72,Active,Investment Grade,2023-03-15,2025-03-05
OBL-00484,FAC-0072,Nexus Partners Corp.,Special Purpose Vehicle,89-6752873,Energy,Oil & Gas,Chile,608,1479092889.27,1242200344.37,Defaulted,High Yield,2019-04-02,2020-04-13
OBL-00485,FAC-0080,Summit Logistics Corp.,Financial Institution,18-9100385,Healthcare,Medical Devices,Canada,729,414489718.92,216766060.47,Watchlist,Distressed,2022-01-20,2023-07-09
OBL-00486,FAC-0060,Pinnacle Aerospace AG,Non-Profit Organization,75-2258048,Banking & Finance,Investment Banking,India,469,1181366930.08,325080918.42,Active,Distressed,2018-01-18,2019-01-27
OBL-00487,FAC-0063,Horizon Infrastructure Inc.,Non-Profit Organization,75-8641031,Retail & Consumer,Food & Beverage,United States,815,339768394.39,1162184.28,Defaulted,Distressed,2022-10-22,2023-11-29
OBL-00488,FAC-0035,National Biotech Ltd.,Corporate,15-3485367,Real Estate,Development,France,584,784798068.59,411660627.49,Active,Sub-Investment Grade,2020-10-11,2021-11-24
OBL-00489,FAC-0010,American Infrastructure AG,Corporate,27-7850856,Banking & Finance,Investment Banking,Switzerland,601,125633103.7,77416780.05,Active,Investment Grade,2021-02-20,2022-07-17
OBL-00490,FAC-0065,Horizon Partners S.A.,Government Entity,42-4458774,Banking & Finance,Asset Management,UAE,752,1003668044.14,168514336.22,Active,Sub-Investment Grade,2021-08-10,2023-08-10
OBL-00491,FAC-0089,Atlantic Aerospace Corp.,Financial Institution,33-8707287,Real Estate,Residential REIT,United States,489,47395856.58,32860557.35,Restructuring,Investment Grade,2022-07-19,2024-01-27
OBL-00492,FAC-0090,Vantage Technologies Corp.,Corporate,19-8153721,Healthcare,Biotech,UAE,551,464745899.31,136938406.25,Active,High Yield,2018-08-12,2020-03-17
OBL-00493,FAC-0089,National Solutions Ltd.,Non-Profit Organization,20-5490530,Technology,Hardware,Chile,446,12597208.2,4595348.44,Defaulted,Distressed,2021-08-21,2022-03-02
OBL-00494,FAC-0063,Atlantic Aerospace N.V.,Financial Institution,30-6157064,Banking & Finance,Retail Banking,Chile,639,1112916987.68,357769892.85,Active,Investment Grade,2017-05-07,2018-05-29
OBL-00495,FAC-0028,Meridian Dynamics Corp.,Special Purpose Vehicle,63-3379596,Healthcare,Pharmaceuticals,India,301,866208344.3,17451941.06,Active,Investment Grade,2018-02-25,2018-12-07
OBL-00496,FAC-0064,Vector Enterprises Corp.,Corporate,23-5728058,Healthcare,Biotech,United States,665,442218812.39,120506349.66,Active,Distressed,2022-02-13,2022-12-05
OBL-00497,FAC-0058,Titan Ventures N.V.,Corporate,96-8134419,Manufacturing,Automotive,Japan,453,859127885.91,493380875.47,Defaulted,Sub-Investment Grade,2017-10-29,2019-07-09
OBL-00498,FAC-0081,American Capital LLC,Non-Profit Organization,93-3459356,Government,State Authority,Japan,627,368577672.4,174812056.61,Active,High Yield,2020-03-23,2021-06-17
OBL-00499,FAC-0030,American Ventures LLC,Corporate,59-6915793,Telecommunications,Cable,United States,626,359964311.0,328145643.23,Active,High Yield,2018-05-21,2019-04-14
OBL-00500,FAC-0037,Stellar Biotech GmbH,Special Purpose Vehicle,78-9264480,Telecommunications,Cable,Australia,845,322723265.68,200493930.09,Watchlist,Investment Grade,2022-07-17,2024-02-09
